,chr,start,end,width,strand,gene_id,gene_name,gene_biotype,seq_coord_system,description,gene_id_version,canonical_transcript,symbol,entrezid,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_nas,gene_weight,gene_weight_abs
ENSG00000289071,1,207822903,207823542,640,+,ENSG00000289071,,lncRNA,chromosome,novel transcript,ENSG00000289071.1,ENST00000685957,,,1814,2.2801619954504804,1.1878928100333166,0.0,4136.213859747171,8.327777859528776,0,1.7175865339010927,1.7175865339010927
ENSG00000283717,5,140563671,140563751,81,-,ENSG00000283717,MIR6831,miRNA,chromosome,microRNA 6831 [Source:HGNC Symbol;Acc:HGNC:49936],ENSG00000283717.1,ENST00000617240,MIR6831,102465499,1813,1.6836093798179559,0.9871626719374662,0.055126791620729865,3054.067414989772,8.024556938461982,0,1.1219011264917715,1.1219011264917715
ENSG00000232858,13,24988577,24988925,349,-,ENSG00000232858,RPL34P27,processed_pseudogene,chromosome,ribosomal protein L34 pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:36369],ENSG00000232858.1,ENST00000428810,RPL34P27,,1813,0.651578203329278,0.5017313176366327,0.055126791620729865,1181.9628608393102,7.075777469435972,0,-1.1061950189986314,1.1061950189986314
ENSG00000180042,17,3385930,3386874,945,+,ENSG00000180042,OR1R1P,protein_coding,chromosome,olfactory receptor family 1 subfamily R member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:8226],ENSG00000180042.5,ENST00000572493,OR1R1P,,1813,0.7675068766537154,0.5695700093913281,0.055126791620729865,1392.2574742498398,7.23939979105025,0,-1.0386408077477005,1.0386408077477005
ENSG00000261349,1,25266102,25267136,1035,-,ENSG00000261349,,unprocessed_pseudogene,chromosome,novel pseudogene,ENSG00000261349.1,ENST00000566714,,,1814,0.8075469158719715,0.5919706309363166,0.0,1464.8901053917562,7.290217917421071,0,-0.9419082533414908,0.9419082533414908
ENSG00000207826,8,1817231,1817307,77,+,ENSG00000207826,MIR596,miRNA,chromosome,microRNA 596 [Source:HGNC Symbol;Acc:HGNC:32852],ENSG00000207826.1,ENST00000385091,MIR596,693181,1812,1.281420763285045,0.8247983906858083,0.11025358324145973,2324.4972645990715,7.7516891723998915,0,0.9198901914816405,0.9198901914816405
ENSG00000211764,7,142796365,142796414,50,+,ENSG00000211764,TRBJ2-1,TR_J_gene,chromosome,T cell receptor beta joining 2-1 [Source:HGNC Symbol;Acc:HGNC:12168],ENSG00000211764.1,ENST00000390412,TRBJ2-1,,1810,1.056350816519954,0.7209329636402635,0.22050716648290836,1916.2203811671966,7.558631697923315,0,-0.9090985515462999,0.9090985515462999
ENSG00000275942,22,26672164,26672248,85,+,ENSG00000275942,,misc_RNA,chromosome,,ENSG00000275942.1,ENST00000613562,,,1812,1.3161920583423952,0.8399244830179374,0.11025358324145973,2387.572393833105,7.778451141700028,0,0.9037948538836799,0.9037948538836799
ENSG00000199673,15,66502812,66502910,99,-,ENSG00000199673,SNORD16,snoRNA,chromosome,"small nucleolar RNA, C/D box 16 [Source:HGNC Symbol;Acc:HGNC:32712]",ENSG00000199673.1,ENST00000362803,SNORD16,,1813,0.9883483183507279,0.6873043033248181,0.055126791620729865,1792.8638494882205,7.492127147591752,0,0.8882776871285555,0.8882776871285555
ENSG00000243517,12,31251992,31252597,606,-,ENSG00000243517,,processed_pseudogene,chromosome,ribosomal protein L13a (RPL13A) pseudogene,ENSG00000243517.1,ENST00000495623,,,1813,0.48649776324824107,0.3964228587446519,0.055126791620729865,882.5069425323093,6.783899149716777,0,-0.8795915658140022,0.8795915658140022
ENSG00000125657,19,6531026,6535924,4899,+,ENSG00000125657,TNFSF9,protein_coding,chromosome,TNF superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11939],ENSG00000125657.5,ENST00000245817,TNFSF9,8744,1813,1.1188088165348706,0.7508540517777793,0.055126791620729865,2029.5191931942554,7.616046799528985,0,0.8357091902665638,0.8357091902665638
ENSG00000254726,1,156072013,156082465,10453,-,ENSG00000254726,MEX3A,protein_coding,chromosome,mex-3 RNA binding family member A [Source:HGNC Symbol;Acc:HGNC:33482],ENSG00000254726.3,ENST00000532414,MEX3A,92312,1814,0.8661946107769428,0.6239013900078828,0.0,1571.2770239493743,7.360280181349917,0,-0.8251012475043196,0.8251012475043196
ENSG00000179344,6,32659467,32668383,8917,-,ENSG00000179344,HLA-DQB1,protein_coding,chromosome,"major histocompatibility complex, class II, DQ beta 1 [Source:HGNC Symbol;Acc:HGNC:4944]",ENSG00000179344.17,ENST00000434651,HLA-DQB1,3119,1813,0.3925492518115766,0.3311360615378622,0.055126791620729865,712.0843427862,6.569599706246021,0,-0.824113665172012,0.824113665172012
ENSG00000289582,1,89127160,89127432,273,-,ENSG00000289582,,lncRNA,chromosome,"novel transcript, sense intronic to GBP2",ENSG00000289582.1,ENST00000690182,,,1814,0.7704830703115739,0.57125243042954,0.0,1397.656289545195,7.243267261524936,0,0.8210935909673714,0.8210935909673714
ENSG00000272812,8,233119,233692,574,+,ENSG00000272812,,lncRNA,chromosome,"novel transcript, sense intronic to ZNF596",ENSG00000272812.1,ENST00000609090,,,1813,1.1755793840252522,0.7772950125267593,0.055126791620729865,2132.5010026218074,7.6655195725702026,0,0.8163230451530169,0.8163230451530169
ENSG00000235098,1,1418420,1421769,3350,-,ENSG00000235098,ANKRD65,protein_coding,chromosome,ankyrin repeat domain 65 [Source:HGNC Symbol;Acc:HGNC:42950],ENSG00000235098.9,ENST00000537107,ANKRD65,441869,1814,1.203752061766294,0.790161390301278,0.0,2183.6062400440574,7.6891908807836735,0,0.8095163883724097,0.8095163883724097
