,chr,start,end,width,strand,gene_id,gene_name,gene_biotype,seq_coord_system,description,gene_id_version,canonical_transcript,symbol,entrezid,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_nas,gene_weight,gene_weight_abs
ENSG00000202031,1,44777843,44777912,70,+,ENSG00000202031,SNORD38A,snoRNA,chromosome,"small nucleolar RNA, C/D box 38A [Source:HGNC Symbol;Acc:HGNC:30355]",ENSG00000202031.1,ENST00000365161,SNORD38A,94162,1814,0.9665951382758619,0.6763036912139404,0.0,1753.4035808324134,7.469884238159743,0,-1.2087587660166113,1.2087587660166113
ENSG00000252469,14,103550345,103550406,62,+,ENSG00000252469,RNU7-160P,snRNA,chromosome,"RNA, U7 small nuclear 160 pseudogene [Source:HGNC Symbol;Acc:HGNC:45694]",ENSG00000252469.1,ENST00000516660,RNU7-160P,,1810,0.884099598363798,0.6334500401304125,0.22050716648290836,1603.7566714319296,7.3807274174862085,0,1.0739230927585264,1.0739230927585264
ENSG00000199032,3,49020148,49020234,87,-,ENSG00000199032,MIR425,miRNA,chromosome,microRNA 425 [Source:HGNC Symbol;Acc:HGNC:31882],ENSG00000199032.1,ENST00000362162,MIR425,494337,1813,1.3270212122544451,0.8445889999874359,0.055126791620729865,2407.2164790295633,7.7866417023171755,0,1.0730069415683523,1.0730069415683523
ENSG00000222123,15,25738508,25738620,113,+,ENSG00000222123,RNA5SP390,rRNA_pseudogene,chromosome,"RNA, 5S ribosomal pseudogene 390 [Source:HGNC Symbol;Acc:HGNC:43290]",ENSG00000222123.1,ENST00000410191,RNA5SP390,,1813,0.4726178043453302,0.38704163629452754,0.055126791620729865,857.3286970824289,6.7549871229577745,0,1.071821619446829,1.071821619446829
ENSG00000200344,1,7982881,7982983,103,-,ENSG00000200344,Y_RNA,misc_RNA,chromosome,Y RNA [Source:RFAM;Acc:RF00019],ENSG00000200344.1,ENST00000363474,Y_RNA,,1814,0.5605501604184272,0.4450384260239684,0.0,1016.8379909990269,6.9254360400439126,0,1.0655168409981748,1.0655168409981748
ENSG00000266719,10,72721029,72721100,72,+,ENSG00000266719,MIR4676,miRNA,chromosome,microRNA 4676 [Source:HGNC Symbol;Acc:HGNC:41691],ENSG00000266719.1,ENST00000583078,MIR4676,100616286,1813,0.35635096753886775,0.30479798164726596,0.055126791620729865,646.4206551155061,6.4729962457028565,0,-1.0592077210027324,1.0592077210027324
ENSG00000284448,21,33550662,33550728,67,+,ENSG00000284448,MIR6501,miRNA,chromosome,microRNA 6501 [Source:HGNC Symbol;Acc:HGNC:50033],ENSG00000284448.1,ENST00000290239,MIR6501,102465248,1809,0.614978785756179,0.47932182083365715,0.2756339581036382,1115.5715173617089,7.018018124187768,0,-1.049554020479237,1.049554020479237
ENSG00000207581,9,128244721,128244830,110,-,ENSG00000207581,MIR199B,miRNA,chromosome,microRNA 199b [Source:HGNC Symbol;Acc:HGNC:31573],ENSG00000207581.1,ENST00000384849,MIR199B,406978,1812,1.1557871735494525,0.7681559346072016,0.11025358324145973,2096.597932818707,7.6485481275106215,0,-1.0336284801215716,1.0336284801215716
ENSG00000258524,14,73571159,73571667,509,-,ENSG00000258524,NT5CP1,processed_pseudogene,chromosome,"5',3'-nucleotidase, cytosolic pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20046]",ENSG00000258524.1,ENST00000554092,NT5CP1,,1813,0.5321540192246159,0.42667460100703747,0.055126791620729865,965.3273908734533,6.873502690741833,0,1.032659726899941,1.032659726899941
ENSG00000265396,2,177255945,177256010,66,-,ENSG00000265396,MIR3128,miRNA,chromosome,microRNA 3128 [Source:HGNC Symbol;Acc:HGNC:38188],ENSG00000265396.1,ENST00000581957,MIR3128,100422824,1813,0.6180785298518774,0.48123935259563894,0.055126791620729865,1121.1944531513057,7.023041380470318,0,1.0178122951888096,1.0178122951888096
ENSG00000267315,17,35377416,35377678,263,-,ENSG00000267315,UFM1P2,processed_pseudogene,chromosome,UFM1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:55147],ENSG00000267315.1,ENST00000591442,UFM1P2,,1813,0.6202503186735667,0.4825806550073951,0.055126791620729865,1125.13407807385,7.026545876276752,0,0.9874411723318093,0.9874411723318093
ENSG00000207118,11,123058909,123058995,87,-,ENSG00000207118,SNORD14D,snoRNA,chromosome,"small nucleolar RNA, C/D box 14D [Source:HGNC Symbol;Acc:HGNC:30353]",ENSG00000207118.1,ENST00000384390,SNORD14D,85390,1813,1.395827888247564,0.873728844721325,0.055126791620729865,2532.0317892810813,7.837172199974673,0,-0.9759714929088331,0.9759714929088331
ENSG00000206722,4,139256657,139256760,104,-,ENSG00000206722,RNU6-1074P,snRNA,chromosome,"RNA, U6 small nuclear 1074, pseudogene [Source:HGNC Symbol;Acc:HGNC:48037]",ENSG00000206722.1,ENST00000383995,RNU6-1074P,,1813,0.2722313917074975,0.24077236009373057,0.055126791620729865,493.8277445574004,6.204209711212713,0,0.970400372675795,0.970400372675795
ENSG00000207805,11,2134134,2134209,76,-,ENSG00000207805,MIR483,miRNA,chromosome,microRNA 483 [Source:HGNC Symbol;Acc:HGNC:32340],ENSG00000207805.3,ENST00000385070,MIR483,619552,1813,0.5105941432807118,0.4125030458082117,0.055126791620729865,926.2177759112113,6.832188463445751,0,-0.9636999659100812,0.9636999659100812
ENSG00000277186,12,132593031,132593698,668,-,ENSG00000277186,,lncRNA,chromosome,novel transcript,ENSG00000277186.1,ENST00000613771,,,1813,0.5052236698601067,0.4089415050055478,0.055126791620729865,916.4757371262336,6.821626135029998,0,0.9447699787534881,0.9447699787534881
ENSG00000283815,13,91350751,91350821,71,+,ENSG00000283815,MIR18A,miRNA,chromosome,microRNA 18a [Source:HGNC Symbol;Acc:HGNC:31548],ENSG00000283815.1,ENST00000362310,MIR18A,406953,1813,0.6969439551367773,0.5288289598592151,0.055126791620729865,1264.2563346181141,7.143030016695457,0,-0.9424992818015693,0.9424992818015693
ENSG00000272967,3,119579212,119579650,439,-,ENSG00000272967,,lncRNA,chromosome,"novel transcript, antisense to ADPRH",ENSG00000272967.1,ENST00000609385,,,1813,1.9965241971323928,1.097453016015284,0.055126791620729865,3621.6948935981604,8.194973473602879,0,-0.9105335523703945,0.9105335523703945
ENSG00000272371,1,52554818,52555273,456,+,ENSG00000272371,,lncRNA,chromosome,novel transcript,ENSG00000272371.1,ENST00000607321,,,1814,0.48031521935837473,0.3922550511506703,0.0,871.2918079160918,6.771124010034408,0,-0.8999600252041488,0.8999600252041488
ENSG00000200320,3,186787300,186787431,132,+,ENSG00000200320,SNORA63,snoRNA,chromosome,"small nucleolar RNA, H/ACA box 63 [Source:HGNC Symbol;Acc:HGNC:10106]",ENSG00000200320.1,ENST00000363450,SNORA63,,1813,1.2123331399103208,0.7940476780662579,0.055126791620729865,2199.172315797322,7.696290961641555,0,0.8955954075274742,0.8955954075274742
ENSG00000207811,11,111512938,111513021,84,+,ENSG00000207811,MIR34B,miRNA,chromosome,microRNA 34b [Source:HGNC Symbol;Acc:HGNC:31636],ENSG00000207811.3,ENST00000385076,MIR34B,407041,1811,1.2952639317439076,0.8308478398386994,0.1653803748621785,2349.6087721834483,7.762429625582987,0,-0.8897541601173369,0.8897541601173369
ENSG00000266235,16,543277,543366,90,+,ENSG00000266235,MIR3176,miRNA,chromosome,microRNA 3176 [Source:HGNC Symbol;Acc:HGNC:38345],ENSG00000266235.1,ENST00000582210,MIR3176,100423037,1812,0.3786789422035935,0.321125752417813,0.11025358324145973,686.9236011573186,6.533677786937932,0,0.8663126186064052,0.8663126186064052
ENSG00000226843,1,208255290,208255376,87,-,ENSG00000226843,,processed_pseudogene,chromosome,heterogeneous nuclear ribonucleoprotein D-like (HNRPDL) pseudogene,ENSG00000226843.1,ENST00000427435,,,1813,0.2982026445942478,0.2609807267390568,0.055126791620729865,540.9395972939654,6.295154551122216,0,-0.8620064108690539,0.8620064108690539
ENSG00000261996,17,6653464,6655009,1546,-,ENSG00000261996,,lncRNA,chromosome,novel transcript,ENSG00000261996.1,ENST00000576138,,,1813,0.7926602922292323,0.5837007133313519,0.055126791620729865,1437.8857701038273,7.271624322293706,0,-0.8592950272339359,0.8592950272339359
ENSG00000276083,3,127587111,127587176,66,-,ENSG00000276083,MIR7976,miRNA,chromosome,microRNA 7976 [Source:HGNC Symbol;Acc:HGNC:50092],ENSG00000276083.1,ENST00000614175,MIR7976,102465857,1813,0.3808542513052108,0.32270233033853735,0.055126791620729865,690.8696118676523,6.539397515707413,0,-0.8588928074541112,0.8588928074541112
ENSG00000207352,5,65604661,65604761,101,-,ENSG00000207352,RNU6-540P,snRNA,chromosome,"RNA, U6 small nuclear 540, pseudogene [Source:HGNC Symbol;Acc:HGNC:47503]",ENSG00000207352.1,ENST00000384622,RNU6-540P,,1812,0.41924092254420947,0.35012216709559996,0.11025358324145973,760.503033495196,6.635294155906003,0,0.8559174540416885,0.8559174540416885
ENSG00000284293,11,68032864,68032922,59,+,ENSG00000284293,MIR7113,miRNA,chromosome,microRNA 7113 [Source:HGNC Symbol;Acc:HGNC:49947],ENSG00000284293.1,ENST00000621222,MIR7113,102465669,1812,0.6974790436119859,0.5291442349323794,0.11025358324145973,1265.2269851121423,7.143796879770581,0,0.8511177925776253,0.8511177925776253
ENSG00000252991,9,1001858,1001963,106,-,ENSG00000252991,RNU6-1073P,snRNA,chromosome,"RNA, U6 small nuclear 1073, pseudogene [Source:HGNC Symbol;Acc:HGNC:48036]",ENSG00000252991.1,ENST00000517182,RNU6-1073P,,1813,0.28057002293154837,0.24730530921663793,0.055126791620729865,508.9540215978288,6.234320567924533,0,0.8396937820008336,0.8396937820008336
ENSG00000223060,19,56105416,56105510,95,+,ENSG00000223060,Y_RNA,misc_RNA,chromosome,Y RNA [Source:RFAM;Acc:RF00019],ENSG00000223060.1,ENST00000411128,Y_RNA,,1809,1.129614796649781,0.7559411167233123,0.2756339581036382,2049.1212411227025,7.625654212394709,0,-0.839595442593238,0.839595442593238
ENSG00000283146,9,93594841,93594894,54,+,ENSG00000283146,MIR548AU,miRNA,chromosome,microRNA 548au [Source:HGNC Symbol;Acc:HGNC:43483],ENSG00000283146.1,ENST00000637016,MIR548AU,100847045,1811,0.3781500114757532,0.3207420284050305,0.1653803748621785,685.9641208170164,6.532282064973547,0,0.8269130042132726,0.8269130042132726
ENSG00000207996,17,59151136,59151221,86,-,ENSG00000207996,MIR301A,miRNA,chromosome,microRNA 301a [Source:HGNC Symbol;Acc:HGNC:31622],ENSG00000207996.1,ENST00000385261,MIR301A,407027,1813,0.451420371844353,0.3725426437592295,0.055126791620729865,818.8765545256564,6.70915378566413,0,-0.8223863299851709,0.8223863299851709
ENSG00000199135,1,65058434,65058508,75,-,ENSG00000199135,MIR101-1,miRNA,chromosome,microRNA 101-1 [Source:HGNC Symbol;Acc:HGNC:31488],ENSG00000199135.1,ENST00000362265,MIR101-1,406893,1814,0.7149958261308285,0.5394106468719845,0.0,1297.002428601323,7.168581768295661,0,0.8212024803669059,0.8212024803669059
ENSG00000289160,22,46047286,46048412,1127,-,ENSG00000289160,,lncRNA,chromosome,novel transcript,ENSG00000289160.1,ENST00000692935,,,1813,1.2284688349272261,0.8013147285309289,0.055126791620729865,2228.442466557988,7.709506818198787,0,0.8184565779077542,0.8184565779077542
ENSG00000255166,8,43247191,43247410,220,+,ENSG00000255166,,processed_pseudogene,chromosome,Ankyrin repeat domain-containing protein (ANKRD) pseudogene,ENSG00000255166.1,ENST00000525383,,,1813,0.8300173640374474,0.6043254553533668,0.055126791620729865,1505.6514983639297,7.317644916649921,0,-0.8156067168093792,0.8156067168093792
ENSG00000263793,1,23044305,23044372,68,+,ENSG00000263793,MIR3115,miRNA,chromosome,microRNA 3115 [Source:HGNC Symbol;Acc:HGNC:38371],ENSG00000263793.1,ENST00000577915,MIR3115,100422866,1814,0.32530695371199586,0.28164409578727967,0.0,590.1068140335605,6.381996735480951,0,-0.8074836581375153,0.8074836581375153
ENSG00000279412,16,70713987,70716890,2904,+,ENSG00000279412,,TEC,chromosome,novel transcript,ENSG00000279412.1,ENST00000625095,,,1813,1.1524347476056915,0.7665996421590604,0.055126791620729865,2090.5166321567244,7.645644743112993,0,-0.8059213017317415,0.8059213017317415
ENSG00000286898,1,16976302,16977792,1491,+,ENSG00000286898,,lncRNA,chromosome,"novel transcript, antisense to MFAP2",ENSG00000286898.1,ENST00000654887,,105376806,1814,0.3669178820466414,0.3125584842817261,0.0,665.5890380326075,6.502173721142877,0,-0.7918219705332048,0.7918219705332048
ENSG00000261481,16,8869251,8870032,782,+,ENSG00000261481,CARHSP1-DT,lncRNA,chromosome,CARHSP1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55361],ENSG00000261481.1,ENST00000570290,CARHSP1-DT,,1813,1.3766699291141413,0.86570031845595,0.055126791620729865,2497.2792514130524,7.823357474434705,0,-0.7829356729305644,0.7829356729305644
ENSG00000240731,1,1317581,1318689,1109,-,ENSG00000240731,,lncRNA,chromosome,novel transcript,ENSG00000240731.1,ENST00000444968,,,1814,0.9225818658519384,0.6536690045089444,0.0,1673.5635046554162,7.423307816063017,0,0.7827331672785234,0.7827331672785234
ENSG00000249539,4,186900540,186900838,299,+,ENSG00000249539,MRPS36P2,processed_pseudogene,chromosome,mitochondrial ribosomal protein S36 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:29772],ENSG00000249539.1,ENST00000512569,MRPS36P2,,1813,0.37036662796782405,0.31507831569376765,0.055126791620729865,671.8450631336328,6.511515084914044,0,-0.7759813876735642,0.7759813876735642
ENSG00000201654,14,32202045,32202151,107,+,ENSG00000201654,RNU6-7,snRNA,chromosome,"RNA, U6 small nuclear 7 [Source:HGNC Symbol;Acc:HGNC:34284]",ENSG00000201654.1,ENST00000364784,RNU6-7,101954275,1813,1.695370351486581,0.9915356166213487,0.055126791620729865,3075.401817596658,8.031515952002078,0,0.7560260807894413,0.7560260807894413
ENSG00000199053,17,7223297,7223379,83,-,ENSG00000199053,MIR324,miRNA,chromosome,microRNA 324 [Source:HGNC Symbol;Acc:HGNC:31767],ENSG00000199053.3,ENST00000362183,MIR324,442898,1812,0.7392242645482604,0.5534391888446734,0.11025358324145973,1340.9528158905443,7.201881157368467,0,0.7522244668210999,0.7522244668210999
ENSG00000289634,20,62603320,62604389,1070,+,ENSG00000289634,,lncRNA,chromosome,novel transcript,ENSG00000289634.1,ENST00000691373,,,1813,1.0073556127138732,0.6968182403237978,0.055126791620729865,1827.343081462966,7.511165415729632,0,0.7498188885066484,0.7498188885066484
ENSG00000199325,11,66614964,66615090,127,-,ENSG00000199325,RNU4-39P,snRNA,chromosome,"RNA, U4 small nuclear 39, pseudogene [Source:HGNC Symbol;Acc:HGNC:46975]",ENSG00000199325.1,ENST00000362455,RNU4-39P,,1812,0.3024242028448377,0.26422729935885725,0.11025358324145973,548.5975039605355,6.309186199341305,0,-0.7476401103308049,0.7476401103308049
ENSG00000289340,14,75258062,75258855,794,-,ENSG00000289340,,lncRNA,chromosome,novel transcript,ENSG00000289340.1,ENST00000692096,,,1813,1.769653943752608,1.018722382341628,0.055126791620729865,3210.152253967231,8.074385109336378,0,-0.7431049290302054,0.7431049290302054
ENSG00000252956,1,9437669,9437778,110,-,ENSG00000252956,RNA5SP40,rRNA_pseudogene,chromosome,"RNA, 5S ribosomal pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:42816]",ENSG00000252956.1,ENST00000517147,RNA5SP40,,1814,0.9226791654708199,0.6537196120583979,0.0,1673.7400061640672,7.423413212010708,0,0.7393686794485475,0.7393686794485475
ENSG00000271600,11,102308557,102308797,241,-,ENSG00000271600,,processed_pseudogene,chromosome,"cytochrome c oxidase subunit VIIb, pseudogene",ENSG00000271600.1,ENST00000604811,,,1813,0.2816635019283548,0.2481588450497948,0.055126791620729865,510.93759249803566,6.238202727958086,0,-0.735685934907475,0.735685934907475
ENSG00000202300,1,203318996,203319099,104,-,ENSG00000202300,RNU6-487P,snRNA,chromosome,"RNA, U6 small nuclear 487, pseudogene [Source:HGNC Symbol;Acc:HGNC:47450]",ENSG00000202300.1,ENST00000365430,RNU6-487P,,1814,0.2860407895337925,0.2515683434568911,0.0,518.8779922142996,6.253594153688349,0,0.7335484660090092,0.7335484660090092
ENSG00000274727,20,64327418,64327972,555,-,ENSG00000274727,,processed_pseudogene,chromosome,IQ motif and Sec7 domain 3 (IQSEC3) pseudogene,ENSG00000274727.1,ENST00000620521,,,1807,0.4401668481408434,0.3647589736403487,0.38588754134509795,798.4626625274899,6.683939830154701,0,-0.7312098015257,0.7312098015257
ENSG00000276917,2,79866495,79866583,89,-,ENSG00000276917,MIR8080,miRNA,chromosome,microRNA 8080 [Source:HGNC Symbol;Acc:HGNC:49989],ENSG00000276917.1,ENST00000622224,MIR8080,102465877,1814,0.2658500717418868,0.23574388996481865,0.0,482.2520301397827,6.1805383190931344,0,0.7282441912387125,0.7282441912387125
ENSG00000188290,1,998962,1000172,1211,-,ENSG00000188290,HES4,protein_coding,chromosome,hes family bHLH transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:24149],ENSG00000188290.11,ENST00000304952,HES4,57801,1814,1.798709946951526,1.029158577779393,0.0,3262.859843770068,8.090665775140623,0,-0.7281800112359957,0.7281800112359957
ENSG00000206970,2,203782037,203782143,107,+,ENSG00000206970,RNU6-474P,snRNA,chromosome,"RNA, U6 small nuclear 474, pseudogene [Source:HGNC Symbol;Acc:HGNC:47437]",ENSG00000206970.1,ENST00000384243,RNU6-474P,,1813,0.35946694360878123,0.307092669685379,0.055126791620729865,652.0730357063292,6.481688969433005,0,-0.7273688994077268,0.7273688994077268
ENSG00000254429,11,75260127,75261025,899,+,ENSG00000254429,,lncRNA,chromosome,novel transcript,ENSG00000254429.1,ENST00000529215,,,1813,0.40930879701604395,0.3430993693132408,0.055126791620729865,742.4861577871037,6.611350148090186,0,0.7226964771164156,0.7226964771164156
ENSG00000276384,17,7557820,7558245,426,-,ENSG00000276384,,lncRNA,chromosome,"novel transcript, antisense to TNFSF12",ENSG00000276384.1,ENST00000610459,,,1813,1.7290235227050421,1.0039438612218647,0.055126791620729865,3136.4486701869464,8.051165223206434,0,0.7194591089337214,0.7194591089337214
ENSG00000240014,4,147808926,147809209,284,+,ENSG00000240014,RN7SL254P,misc_RNA,chromosome,"RNA, 7SL, cytoplasmic 254, pseudogene [Source:HGNC Symbol;Acc:HGNC:46270]",ENSG00000240014.3,ENST00000460609,RN7SL254P,,1813,0.5507717420550209,0.43875270512103776,0.055126791620729865,999.0999400878078,6.907855214076267,0,0.7150119374962225,0.7150119374962225
ENSG00000201791,1,178753654,178753772,119,-,ENSG00000201791,SNORA63,snoRNA,chromosome,Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092],ENSG00000201791.1,ENST00000364921,SNORA63,,1814,0.5093268291153781,0.4116637428918028,0.0,923.9188680152959,6.829706023411922,0,-0.7142176303485734,0.7142176303485734
ENSG00000200913,1,44776490,44776593,104,+,ENSG00000200913,SNORD46,snoRNA,chromosome,"small nucleolar RNA, C/D box 46 [Source:HGNC Symbol;Acc:HGNC:10186]",ENSG00000200913.1,ENST00000364043,SNORD46,94161,1813,1.7973017828222646,1.0286553035809165,0.055126791620729865,3260.305434039588,8.089882834095542,0,0.7134522505130172,0.7134522505130172
